,Expected entropy
assay,-8.060040661975693
amass,-8.064841766813089
kicky,-8.065556979432884
bluff,-8.07309986902958
mamas,-8.073152383832289
axman,-8.073814153590785
shish,-8.07438780892666
vexes,-8.077594530218395
muddy,-8.077728260672146
buffa,-8.083038739991201
dummy,-8.085163711316364
foggy,-8.0855326092132
wazoo,-8.086561610584436
mezzo,-8.08741219578729
levee,-8.090833385020469
duffs,-8.09757045186869
busks,-8.09813685723457
epees,-8.098358301791652
gonzo,-8.101798026446586
huffs,-8.106025637072552
titty,-8.106974530274629
tizzy,-8.107738737951191
kazoo,-8.109177794332714
chuck,-8.113013948212197
wassa,-8.114416335961343
sissy,-8.114688838892029
jumpy,-8.115038013985947
slyly,-8.11543707250874
chuff,-8.11588451608435
hapax,-8.116780126724572
buddy,-8.1206486122266
puffs,-8.121077614476787
lolly,-8.123103072322444
guppy,-8.124224554427594
dodos,-8.124508031565211
kaiak,-8.132884971254782
byway,-8.13401604293074
tutus,-8.134187236478917
cooch,-8.14161620696561
pizza,-8.142706102452257
hadda,-8.151745743024138
divvy,-8.155582616398839
poops,-8.156151167181038
wanna,-8.160861296053769
djinn,-8.16126443090282
sexes,-8.162494652739037
known,-8.166006678930493
frizz,-8.167179278326254
nanny,-8.16753061272345
buffo,-8.171355310727085
hubby,-8.173417496559303
zooms,-8.177156732885019
hamza,-8.178222913066564
muggy,-8.178687116279898
gummy,-8.180130536806843
muffs,-8.18070781246493
biffy,-8.182101767072487
lulus,-8.18270455105948
tutti,-8.183520799382048
kiwis,-8.18662853737849
humph,-8.194266360049898
mebbe,-8.200258959114752
ajuga,-8.200684139945832
lulls,-8.204087230355645
doozy,-8.211063760715085
bozos,-8.211858381872341
cocci,-8.21441194021555
dewed,-8.215951748669
vexed,-8.225736727703907
yoyos,-8.227298293524594
buggy,-8.239192225297963
hooch,-8.240192839088015
fixit,-8.242388383682377
buffs,-8.244907273284145
emcee,-8.245253111546054
pampa,-8.245868358199605
twixt,-8.246432366047387
madam,-8.251485492785925
zappy,-8.252395646615293
momma,-8.26099722918041
puffy,-8.263870676447306
wheee,-8.26789095891065
pewee,-8.269735898605237
huffy,-8.270172786598463
daddy,-8.276634819721894
flyby,-8.278922893114768
whiff,-8.282671703332861
edged,-8.2854054166183
shush,-8.289514559058464
egged,-8.293957093315242
boobs,-8.29548741031249
scuzz,-8.29841105794432
femme,-8.300930804716046
pappy,-8.303162807648949
peppy,-8.309840423319079
pssst,-8.311301454668666
yucky,-8.319683575121127
jammy,-8.322576643866297
ebbed,-8.323030725153782
jaggy,-8.32368305911043
zooks,-8.331170374775054
gamma,-8.33410440615617
huzza,-8.33473559671221
magma,-8.334959065682185
affix,-8.336801742465486
nonny,-8.343877642198926
injun,-8.35374183508779
boozy,-8.360677011364785
minim,-8.366596722537237
peeve,-8.37983531238626
swiss,-8.385133258157754
quipu,-8.385211147598552
ninny,-8.391483821708192
mammy,-8.393881998109807
doggo,-8.404382626625805
pygmy,-8.405440644881077
abaca,-8.41858594881565
dizzy,-8.422413251451982
quaff,-8.423283141044154
papaw,-8.442908136175163
etext,-8.446383754181529
booby,-8.449953713299882
abuzz,-8.45092179677736
villi,-8.45465577515588
zippy,-8.460794655303662
kooks,-8.460847415275763
poppy,-8.469544214101807
kappa,-8.485696395178872
kayak,-8.487117262449756
woozy,-8.490881132644216
diddy,-8.494836035884992
finif,-8.508883736813791
bibbs,-8.510389116659194
jimmy,-8.533639735137577
jiffs,-8.547286845619185
yobbo,-8.549334312921191
bubba,-8.556178739819487
mommy,-8.556980032413705
mimic,-8.560123031094902
queue,-8.585626154344627
quiff,-8.594294052584592
whooo,-8.602755319961156
bobby,-8.613323292612915
kooky,-8.617879993903115
fluff,-8.644749931321767
whizz,-8.659814920876071
infix,-8.665591486269745
civic,-8.672182627946704
fizzy,-8.675789638331002
esses,-8.68206412330048
duddy,-8.695273161294496
jiffy,-8.695893209417404
boffo,-8.718194301712211
puppy,-8.718634566862486
buzzy,-8.772138244241416
pffft,-8.7996310954417
mummy,-8.804916841696649
vivid,-8.848410456087425
oxbow,-8.85444595313862
jazzy,-8.873838901183987
fuzzy,-8.878443425657462
yummy,-8.894254644641174
kudzu,-8.910509307336397
mamma,-8.973892339998798
gyppy,-9.022463591845476
yukky,-9.092904901598342
ahhhh,-9.144358391773682
jujus,-9.228960922138205
ohhhh,-9.38387274125393
immix,-9.389769028728583
